Time, Yaw, MyYaw, TransX, TransY, TransZ
0.000063,1.570796,90.524992,6.500000,6.508000,0.000000
1.406274,1.531337,88.250940,7.052585,6.896244,0.000000
1.416425,1.530900,88.225779,7.062239,6.903312,0.000000
1.426411,1.530475,88.201258,7.071811,6.910330,0.000000
1.436480,1.530050,88.176784,7.081537,6.917468,0.000000
1.446415,1.529635,88.152886,7.091207,6.924576,0.000000
1.456580,1.529216,88.128712,7.101173,6.931911,0.000000
1.466408,1.528815,88.105608,7.110880,6.939065,0.000000
1.476426,1.528411,88.082345,7.120846,6.946420,0.000000
1.486430,1.528013,88.059414,7.130868,6.953826,0.000000
1.496423,1.527621,88.036817,7.140948,6.961286,0.000000
1.506422,1.527235,88.014526,7.151105,6.968812,0.000000
1.516428,1.526853,87.992551,7.161337,6.976406,0.000000
1.526486,1.526476,87.970807,7.171691,6.984100,0.000000
1.536412,1.526110,87.949700,7.181975,6.991754,0.000000
1.546413,1.525747,87.928794,7.192404,6.999526,0.000000
1.556493,1.525388,87.908103,7.202981,7.007421,0.000000
1.566423,1.525041,87.888101,7.213468,7.015260,0.000000
1.576434,1.524698,87.868332,7.224103,7.023221,0.000000
1.586417,1.524363,87.849024,7.234773,7.031221,0.000000
1.596441,1.524034,87.830056,7.245551,7.039313,0.000000
1.606417,1.523713,87.811607,7.256339,7.047425,0.000000
1.616422,1.523400,87.793543,7.267220,7.055620,0.000000
1.626511,1.523092,87.775785,7.278255,7.063944,0.000000
1.636419,1.522797,87.758803,7.289151,7.072176,0.000000
1.646483,1.522506,87.742027,7.300279,7.080596,0.000000
1.656422,1.522227,87.725940,7.311328,7.088970,0.000000
1.666426,1.521955,87.710241,7.322506,7.097455,0.000000
1.676418,1.521691,87.695063,7.333730,7.105988,0.000000
1.686420,1.521437,87.680386,7.345021,7.114587,0.000000
1.696484,1.521189,87.666150,7.356438,7.123296,0.000000
1.706414,1.520955,87.652635,7.367758,7.131945,0.000000
1.716410,1.520728,87.639576,7.379208,7.140708,0.000000
